"","participante","Já.realizou.alguma.pesquisa.sobre.simbolismo.sonoro.","Já.participou.de.algum.experimento.relacionado.a.dar.nomes.a.Pokémons.","nome","tipo","pokemon","transcript","mantem"
"1285","pl3.15","Não","Não","ferinhanv","evil","Prizharth","pri-'zaR-th","nao"
"1286","pl3.16","Não","Não","ferinhanv","evil","Bravinho","bra-'vi-No","nao"
"1287","pl3.17","Não","Não","ferinhanv","evil","Rarga","haR-ga","sim"
"1288","pl3.18","Não","Não","ferinhanv","evil","Chandinal","S~a-di-'naw","sim"
"1289","pl3.19","Não","Não","ferinhanv","evil","Lerveron","leR-'ve-r~o","sim"
"1290","pl3.20","Não","Não","ferinhanv","evil","Targora","taR-'go-ra","sim"
"1291","pl3.21","Não","Não","ferinhanv","evil","icethooth","i-se-to-'o-th","nao"
"1292","pl3.22","Não","Não","ferinhanv","evil","Pomiral","po-mi-'raw","sim"
"1293","pl3.23","Não","Não","ferinhanv","evil","Volfo","vow-fo","sim"
"1294","pl3.24","Não","Não","ferinhanv","evil","ruvi","hu-'vi","sim"
"1295","pl3.25","Não","Não","ferinhanv","evil","rone","ho-ne","sim"
"1296","pl3.26","Não","Não","ferinhanv","evil","Fraber","fra-'beR","sim"
"1297","pl3.27","Não","Não","ferinhanv","evil","Onxion","~o-'Si-~o","sim"
"1298","pl3.28","Não","Não","ferinhanv","evil","Hartangzam","aR-t'~a-gi-z~a","nao"
"1299","pl3.29","Não","Não","ferinhanv","evil","Jinkogu","Z~i-ko-'gu","sim"
"1300","pl3.30","Não","Não","ferinhanv","evil","Dinicheeta","di-ni-Se-'e-ta","nao"
"1301","pl3.1","Não","Não","lilasinhov","voador","bloum","blowm","sim"
"1302","pl3.2","Não","Não","lilasinhov","voador","lole","lo-le","sim"
"1303","pl3.3","Sim","Sim","lilasinhov","voador","fruila","fruj-la","sim"
"1304","pl3.4","Não","Não","lilasinhov","voador","Borbovenom","boR-bo-'ve-n~o","nao"
"1305","pl3.5","Não","Não","lilasinhov","voador","Abu","a-'bu","sim"
"1306","pl3.6","Não","Não","lilasinhov","voador","Vlupi","vlu-'pi","sim"
"1307","pl3.7","Não","Não","lilasinhov","voador","Pocmon","'po-ki-m~o","nao"
"1308","pl3.8","Não","Não","lilasinhov","voador","Yang","i~a-gi","nao"
"1309","pl3.9","Não","Não","lilasinhov","voador","BorFly","boR-fli","nao"
"1310","pl3.10","Não","Não","lilasinhov","voador","Silviny","siw-'vi-ni","sim"
"1311","pl3.11","Não","Não","lilasinhov","voador","butterfly","bu-'teR-fli","nao"
"1312","pl3.12","Não","Não","lilasinhov","voador","Borfly","boR-fli","nao"
"1313","pl3.13","Não","Não","lilasinhov","voador","logway","lo-gwaj","nao"
"1314","pl3.14","Não","Não","lilasinhov","voador","soulera","sow-'le-ra","sim"
"1315","pl3.15","Não","Não","lilasinhov","voador","Beelytein","be-e-lite-'~i","nao"
"1316","pl3.16","Não","Não","lilasinhov","voador","Borbofly","boR-'bo-fli","nao"
"1317","pl3.17","Não","Não","lilasinhov","voador","Tequa","te-'kwa","sim"
"1318","pl3.18","Não","Não","lilasinhov","voador","Falina","fa-'li-na","sim"
"1319","pl3.19","Não","Não","lilasinhov","voador","Histonin","is-to-'n~i","sim"
"1320","pl3.20","Não","Não","lilasinhov","voador","Bioguiner","bi-o-gi-'neR","sim"
"1321","pl3.21","Não","Não","lilasinhov","voador","poisonflower","poj-z~o-flo-'weR","nao"
"1322","pl3.22","Não","Não","lilasinhov","voador","Flurata","flu-'ra-ta","sim"
"1323","pl3.23","Não","Não","lilasinhov","voador","Flyon","fli~o","nao"
"1324","pl3.24","Não","Não","lilasinhov","voador","zuzu","zu-'zu","sim"
"1325","pl3.25","Não","Não","lilasinhov","voador","flades","fla-des","sim"
"1326","pl3.26","Não","Não","lilasinhov","voador","Iceen","i-'se-~e","nao"
"1327","pl3.27","Não","Não","lilasinhov","voador","Polemai","po-le-'maj","sim"
"1328","pl3.28","Não","Não","lilasinhov","voador","unla","~u-la","sim"
"1329","pl3.29","Não","Não","lilasinhov","voador","Htom","ht~o","nao"
"1330","pl3.30","Não","Não","lilasinhov","voador","Yellowkaterpier","ie-lo-wka-teR-pi-'eR","nao"
"1331","pl3.1","Não","Não","branquinhov","voador","salemon","sa-'le-m~o","sim"
"1332","pl3.2","Não","Não","branquinhov","voador","abenoide","a-be-'noj-de","nao"
"1333","pl3.3","Sim","Sim","branquinhov","voador","rotis","ho-'tis","sim"
"1334","pl3.4","Não","Não","branquinhov","voador","Surication","su-ri-ka-'ti-~o","nao"
"1335","pl3.5","Não","Não","branquinhov","voador","Vesani","ve-za-'ni","sim"
"1336","pl3.6","Não","Não","branquinhov","voador","Valóprio","va-'lo-prio","sim"
"1337","pl3.7","Não","Não","branquinhov","voador","Badmon","'ba-di-m~o","nao"
"1338","pl3.8","Não","Não","branquinhov","voador","Jinjing","Z~i-'Z~i","nao"
"1339","pl3.9","Não","Não","branquinhov","voador","Zulu","zu-'lu","sim"
"1340","pl3.10","Não","Não","branquinhov","voador","Mejai","me-'Zaj","sim"
"1341","pl3.11","Não","Não","branquinhov","voador","White Black","wi-te 'bla-ki","nao"
"1342","pl3.12","Não","Não","branquinhov","voador","Pas","pas","sim"
"1343","pl3.13","Não","Não","branquinhov","voador","amesf","a-'mes-fi","nao"
"1344","pl3.14","Não","Não","branquinhov","voador","nanco","n~a-ko","sim"
"1345","pl3.15","Não","Não","branquinhov","voador","Zulijapin","zu-li-Za-'p~i","sim"
"1346","pl3.16","Não","Não","branquinhov","voador","Nidirex","ni-'di-reS","sim"
"1347","pl3.17","Não","Não","branquinhov","voador","Clanci","kl~a-'si","sim"
"1348","pl3.18","Não","Não","branquinhov","voador","Coralim","ko-ra-'l~i","sim"
"1349","pl3.19","Não","Não","branquinhov","voador","Pirtiko","piR-'ti-ko","sim"
"1350","pl3.20","Não","Não","branquinhov","voador","Celasea","se-la-'ze-a","sim"
"1351","pl3.21","Não","Não","branquinhov","voador","mindpigen","m~i-di-'pi-Z~e","nao"
"1352","pl3.22","Não","Não","branquinhov","voador","Frigelol","fri-Ze-'low","nao"
"1353","pl3.23","Não","Não","branquinhov","voador","Avitul","a-vi-'tuw","nao"
"1354","pl3.24","Não","Não","branquinhov","voador","anix","a-niS","sim"
"1355","pl3.25","Não","Não","branquinhov","voador","piscote","pis-'ko-te","sim"
"1356","pl3.26","Não","Não","branquinhov","voador","Harid","a-'ri-di","nao"
"1357","pl3.27","Não","Não","branquinhov","voador","Wiklia","wi-'klia","nao"
"1358","pl3.28","Não","Não","branquinhov","voador","xus","Sus","sim"
"1359","pl3.29","Não","Não","branquinhov","voador","Rewe","he-we","nao"
"1360","pl3.30","Não","Não","branquinhov","voador","Whitepiteto","wi-te-pi-'te-to","nao"
"1361","pl3.1","Não","Não","laranjinhav","voador","salem","sa-l~e","nao"
"1362","pl3.2","Não","Não","laranjinhav","voador","rafipo","ha-'fi-po","sim"
"1363","pl3.3","Sim","Sim","laranjinhav","voador","pipeon","pi-'pe-~o","sim"
"1364","pl3.4","Não","Não","laranjinhav","voador","Bem ti fofo","b~e 'ti 'fo-fo","nao"
"1365","pl3.5","Não","Não","laranjinhav","voador","Apes","a-pes","sim"
"1366","pl3.6","Não","Não","laranjinhav","voador","Loléia","lo-'leja","sim"
"1367","pl3.7","Não","Não","laranjinhav","voador","Asaronymon","a-za-'ro-n~i~o","sim"
"1368","pl3.8","Não","Não","laranjinhav","voador","Chikenares","Si-ke-'na-res","nao"
"1369","pl3.9","Não","Não","laranjinhav","voador","Blu","blu","nao"
"1370","pl3.10","Não","Não","laranjinhav","voador","torrap","to-'ha-pi","nao"
"1371","pl3.11","Não","Não","laranjinhav","voador","gavi","ga-'vi","sim"
"1372","pl3.12","Não","Não","laranjinhav","voador","Chic chic","Si-c 'ki-c","nao"
"1373","pl3.13","Não","Não","laranjinhav","voador","pterfal","pi-teR-'faw","nao"
"1374","pl3.14","Não","Não","laranjinhav","voador","guipa","gi-pa","sim"
"1375","pl3.15","Não","Não","laranjinhav","voador","Kaydatw","kajda-tw","nao"
"1376","pl3.16","Não","Não","laranjinhav","voador","Periquito","pe-ri-'ki-to","nao"
"1377","pl3.17","Não","Não","laranjinhav","voador","Filin","fi-'l~i","sim"
"1378","pl3.18","Não","Não","laranjinhav","voador","Sobará","so-ba-'ra","sim"
"1379","pl3.19","Não","Não","laranjinhav","voador","Vantonix","v~a-'to-niS","sim"
"1380","pl3.20","Não","Não","laranjinhav","voador","Pruigues","pruj-ges","sim"
"1381","pl3.21","Não","Não","laranjinhav","voador","windbird","w~i-di-'biR-di","nao"
"1382","pl3.22","Não","Não","laranjinhav","voador","Piulete","piw-'le-te","sim"
"1383","pl3.23","Não","Não","laranjinhav","voador","Redpow","he-di-'po-w","nao"
"1384","pl3.24","Não","Não","laranjinhav","voador","pru","pru","nao"
"1385","pl3.25","Não","Não","laranjinhav","voador","cho","So","nao"
"1386","pl3.26","Não","Não","laranjinhav","voador","Pire","pi-re","sim"
"1387","pl3.27","Não","Não","laranjinhav","voador","Malaio","ma-'laj-o","sim"
"1388","pl3.28","Não","Não","laranjinhav","voador","tiri-tiri","ti-'ri ti-'ri","sim"
"1389","pl3.29","Não","Não","laranjinhav","voador","Brib","bri-bi","nao"
"1390","pl3.30","Não","Não","laranjinhav","voador","Purplebeija","puR-ple-'bej-Za","nao"
"1391","pl3.1","Não","Não","ursinhonv","evil","pandarte","p~a-'daR-te","nao"
"1392","pl3.2","Não","Não","ursinhonv","evil","jiga","Zi-ga","sim"
"1393","pl3.3","Sim","Sim","ursinhonv","evil","woofang","wo-o-'f~a-gi","nao"
"1394","pl3.4","Não","Não","ursinhonv","evil","Ursão","uR-'s~aw","nao"
"1395","pl3.5","Não","Não","ursinhonv","evil","Rafri","ha-'fri","sim"
"1396","pl3.6","Não","Não","ursinhonv","evil","Úbus","u-bus","sim"
"1397","pl3.7","Não","Não","ursinhonv","evil","Topman","'to-pi-m~a","nao"
"1398","pl3.8","Não","Não","ursinhonv","evil","Gelegom","Ze-'le-g~o","sim"
"1399","pl3.9","Não","Não","ursinhonv","evil","PoorBlue","po-oR-'blu-e","nao"
"1400","pl3.10","Não","Não","ursinhonv","evil","Moonserver","mo-~o-seR-'veR","nao"
"1401","pl3.11","Não","Não","ursinhonv","evil","Ursofan","uR-'so-f~a","nao"
"1402","pl3.12","Não","Não","ursinhonv","evil","Gelido","Ze-'li-do","nao"
"1403","pl3.13","Não","Não","ursinhonv","evil","tirular","ti-ru-'laR","sim"
"1404","pl3.14","Não","Não","ursinhonv","evil","lorso","loR-so","nao"
"1405","pl3.15","Não","Não","ursinhonv","evil","Weyfoun","wejfown","nao"
"1406","pl3.16","Não","Não","ursinhonv","evil","Pegolado","pe-go-'la-do","sim"
"1407","pl3.17","Não","Não","ursinhonv","evil","Rahara","haa-ra","sim"
"1408","pl3.18","Não","Não","ursinhonv","evil","Garlarão","gaR-la-'r~aw","nao"
"1409","pl3.19","Não","Não","ursinhonv","evil","Orloong","oR-lo-'~o-gi","nao"
"1410","pl3.20","Não","Não","ursinhonv","evil","Aziula","a-'ziw-la","nao"
"1411","pl3.21","Não","Não","ursinhonv","evil","icebear","i-se-be-'aR","nao"
"1412","pl3.22","Não","Não","ursinhonv","evil","Garitrox","ga-'ri-troS","sim"
"1413","pl3.23","Não","Não","ursinhonv","evil","Poloton","po-'lo-t~o","sim"
"1414","pl3.24","Não","Não","ursinhonv","evil","ponado","po-'na-do","sim"
"1415","pl3.25","Não","Não","ursinhonv","evil","badis","ba-'dis","sim"
"1416","pl3.26","Não","Não","ursinhonv","evil","Bealf","be-'aw-fi","nao"
"1417","pl3.27","Não","Não","ursinhonv","evil","Andis","~a-'dis","sim"
"1418","pl3.28","Não","Não","ursinhonv","evil","subil","su-'biw","sim"
"1419","pl3.29","Não","Não","ursinhonv","evil","Weavu","we-a-'vu","nao"
"1420","pl3.30","Não","Não","ursinhonv","evil","Redeyesfoot","he-dejes-fo-'o-ti","nao"
"1421","pl3.1","Não","Não","cobrinhanv","evil","lapreu","la-'prew","sim"
"1422","pl3.2","Não","Não","cobrinhanv","evil","vanvan","v~a-v~a","sim"
"1423","pl3.3","Sim","Sim","cobrinhanv","evil","safen","sa-f~e","sim"
"1424","pl3.4","Não","Não","cobrinhanv","evil","Magescobra","ma-Zes-'ko-bra","nao"
"1425","pl3.5","Não","Não","cobrinhanv","evil","Recaja","he-'ka-Za","sim"
"1426","pl3.6","Não","Não","cobrinhanv","evil","Zíner","zi-neR","sim"
"1427","pl3.7","Não","Não","cobrinhanv","evil","Falsamon","faw-'sa-m~o","nao"
"1428","pl3.8","Não","Não","cobrinhanv","evil","Tuyom","tuj~o","nao"
"1429","pl3.9","Não","Não","cobrinhanv","evil","Millcat","miw-'ka-ti","nao"
"1430","pl3.10","Não","Não","cobrinhanv","evil","Obeliske","o-be-'lis-ke","nao"
"1431","pl3.11","Não","Não","cobrinhanv","evil","minhoca","mi-'No-ka","nao"
"1432","pl3.12","Não","Não","cobrinhanv","evil","Amigdo","a-'mi-gi-do","nao"
"1433","pl3.13","Não","Não","cobrinhanv","evil","malnadi","maw-na-'di","sim"
"1434","pl3.14","Não","Não","cobrinhanv","evil","kedra","ke-dra","sim"
"1435","pl3.15","Não","Não","cobrinhanv","evil","Inahmigaif","i-n~ai-'gaj-fi","nao"
"1436","pl3.16","Não","Não","cobrinhanv","evil","Friend","fri-'~e-di","nao"
"1437","pl3.17","Não","Não","cobrinhanv","evil","Sibila","si-'bi-la","nao"
"1438","pl3.18","Não","Não","cobrinhanv","evil","Bugaduram","bu-ga-'du-r~a","sim"
"1439","pl3.19","Não","Não","cobrinhanv","evil","Curtilen","kuR-'ti-l~e","sim"
"1440","pl3.20","Não","Não","cobrinhanv","evil","Chovatrope","So-va-'tro-pe","sim"
"1441","pl3.21","Não","Não","cobrinhanv","evil","imagimunba","i-ma-Zi-'m~u-ba","sim"
"1442","pl3.22","Não","Não","cobrinhanv","evil","Sebulosa","se-bu-'lo-za","nao"
"1443","pl3.23","Não","Não","cobrinhanv","evil","Kanes","ka-nes","sim"
"1444","pl3.24","Não","Não","cobrinhanv","evil","sisi","si-'zi","sim"
"1445","pl3.25","Não","Não","cobrinhanv","evil","xita","Si-ta","nao"
"1446","pl3.26","Não","Não","cobrinhanv","evil","Mudake","mu-'da-ke","sim"
"1447","pl3.27","Não","Não","cobrinhanv","evil","Levasco","le-'vas-ko","sim"
"1448","pl3.28","Não","Não","cobrinhanv","evil","sarbita","saR-'bi-ta","sim"
"1449","pl3.29","Não","Não","cobrinhanv","evil","Queirz","ke-'iRs","nao"
"1450","pl3.30","Não","Não","cobrinhanv","evil","Supersnake","su-peR-'sna-ke","nao"
"1451","pl3.1","Não","Não","louquinhonv","evil","buiu","bu-'iw","nao"
"1452","pl3.2","Não","Não","louquinhonv","evil","aiage","aj-'a-Ze","sim"
"1453","pl3.3","Sim","Sim","louquinhonv","evil","tetrion","te-'tri-~o","sim"
"1454","pl3.4","Não","Não","louquinhonv","evil","Robotz","ho-'bo-tis","nao"
"1455","pl3.5","Não","Não","louquinhonv","evil","Tilis","ti-'lis","sim"
"1456","pl3.6","Não","Não","louquinhonv","evil","Maclóde","ma-'klo-de","sim"
"1457","pl3.7","Não","Não","louquinhonv","evil","Loconadrogamon","lo-ko-na-dro-'ga-m~o","nao"
"1458","pl3.8","Não","Não","louquinhonv","evil","Firewall","fi-re-'waw","nao"
"1459","pl3.9","Não","Não","louquinhonv","evil","Mic","mi-c","nao"
"1460","pl3.10","Não","Não","louquinhonv","evil","Gapelogue","ga-pe-'lo-ge","sim"
"1461","pl3.11","Não","Não","louquinhonv","evil","squatorman","skwa-'toR-m~a","nao"
"1462","pl3.12","Não","Não","louquinhonv","evil","Eifeldiano","ej-few-di-'a-no","sim"
"1463","pl3.13","Não","Não","louquinhonv","evil","môgon","mo-g~o","sim"
"1464","pl3.14","Não","Não","louquinhonv","evil","virras","vi-has","sim"
"1465","pl3.15","Não","Não","louquinhonv","evil","Crigaifel","kri-gaj-'few","sim"
"1466","pl3.16","Não","Não","louquinhonv","evil","Marley de aço","maR-lej de 'a-so","nao"
"1467","pl3.17","Não","Não","louquinhonv","evil","Costelè","kos-'te-l√®","nao"
"1468","pl3.18","Não","Não","louquinhonv","evil","Chapuré","Sa-pu-'re","sim"
"1469","pl3.19","Não","Não","louquinhonv","evil","Sauropterix","saw-ro-pi-'te-riS","nao"
"1470","pl3.20","Não","Não","louquinhonv","evil","Cancomia","k~a-ko-'mia","sim"
"1471","pl3.21","Não","Não","louquinhonv","evil","lizerart","li-ze-'raR-ti","nao"
"1472","pl3.22","Não","Não","louquinhonv","evil","Greogoi","gre-o-'goj","sim"
"1473","pl3.23","Não","Não","louquinhonv","evil","Agritom","a-'gri-t~o","sim"
"1474","pl3.24","Não","Não","louquinhonv","evil","upabude","u-pa-'bu-de","sim"
"1475","pl3.25","Não","Não","louquinhonv","evil","crezus","kre-'zus","sim"
"1476","pl3.26","Não","Não","louquinhonv","evil","Salazar","sa-la-'zaR","nao"
"1477","pl3.27","Não","Não","louquinhonv","evil","Xilio","Si-'lio","sim"
"1478","pl3.28","Não","Não","louquinhonv","evil","guizter","gis-'teR","sim"
"1479","pl3.29","Não","Não","louquinhonv","evil","Dudu","du-'du","nao"
"1480","pl3.30","Não","Não","louquinhonv","evil","Myubluedino","miw-blu-e-'di-no","nao"
"1481","pl3.1","Não","Não","canhaozinhonv","evil","rilex","hi-leS","sim"
"1482","pl3.2","Não","Não","canhaozinhonv","evil","brazo","bra-zo","sim"
"1483","pl3.3","Sim","Sim","canhaozinhonv","evil","godor","go-'doR","sim"
"1484","pl3.4","Não","Não","canhaozinhonv","evil","Rinofire","hi-no-'fi-re","nao"
"1485","pl3.5","Não","Não","canhaozinhonv","evil","Bago","ba-go","sim"
"1486","pl3.6","Não","Não","canhaozinhonv","evil","Lóxel","lo-Sew","sim"
"1487","pl3.7","Não","Não","canhaozinhonv","evil","Rabaomon","ha-ba-'o-m~o","sim"
"1488","pl3.8","Não","Não","canhaozinhonv","evil","Exercitauro","e-zeR-si-'taw-ro","nao"
"1489","pl3.9","Não","Não","canhaozinhonv","evil","Fuego","fu-'e-go","nao"
"1490","pl3.10","Não","Não","canhaozinhonv","evil","Torpefire","toR-pe-'fi-re","nao"
"1491","pl3.11","Não","Não","canhaozinhonv","evil","blothefire","blo-te-'fi-re","nao"
"1492","pl3.12","Não","Não","canhaozinhonv","evil","Spaji","is-pa-'Zi","nao"
"1493","pl3.13","Não","Não","canhaozinhonv","evil","onôro","o-'no-ro","sim"
"1494","pl3.14","Não","Não","canhaozinhonv","evil","granfo","gr~a-fo","sim"
"1495","pl3.15","Não","Não","canhaozinhonv","evil","Guefeith","ge-'fej-th","nao"
"1496","pl3.16","Não","Não","canhaozinhonv","evil","Nidarus","ni-da-'rus","sim"
"1497","pl3.17","Não","Não","canhaozinhonv","evil","Catilo","ka-'ti-lo","sim"
"1498","pl3.18","Não","Não","canhaozinhonv","evil","Toralex","to-'ra-leS","sim"
"1499","pl3.19","Não","Não","canhaozinhonv","evil","Portino","poR-'ti-no","sim"
"1500","pl3.20","Não","Não","canhaozinhonv","evil","Tromo","tro-mo","sim"
"1501","pl3.21","Não","Não","canhaozinhonv","evil","firetruck","fi-re-'tru-ki","nao"
"1502","pl3.22","Não","Não","canhaozinhonv","evil","Brufon","bru-f~o","sim"
"1503","pl3.23","Não","Não","canhaozinhonv","evil","Rinofie","hi-no-'fi-e","sim"
"1504","pl3.24","Não","Não","canhaozinhonv","evil","crinado","kri-'na-do","sim"
"1505","pl3.25","Não","Não","canhaozinhonv","evil","crinus","kri-'nus","sim"
"1506","pl3.26","Não","Não","canhaozinhonv","evil","Ditone","di-'to-ne","sim"
"1507","pl3.27","Não","Não","canhaozinhonv","evil","Takashta","ta-'ka-Sta","nao"
"1508","pl3.28","Não","Não","canhaozinhonv","evil","bracronte","bra-'kr~o-te","sim"
"1509","pl3.29","Não","Não","canhaozinhonv","evil","Deruiome","de-ruj-'o-me","sim"
"1510","pl3.30","Não","Não","canhaozinhonv","evil","Ironlefire","i-r~o-le-'fi-re","nao"
"1511","pl3.1","Não","Não","lobinhonv","evil","melton","mew-t~o","sim"
"1512","pl3.2","Não","Não","lobinhonv","evil","rapeto","ha-'pe-to","sim"
"1513","pl3.3","Sim","Sim","lobinhonv","evil","razezi","ha-ze-'zi","sim"
"1514","pl3.4","Não","Não","lobinhonv","evil","Cachorrao do brega","ka-So-'ha-o do 'bre-ga","nao"
"1515","pl3.5","Não","Não","lobinhonv","evil","Lozo","lo-zo","sim"
"1516","pl3.6","Não","Não","lobinhonv","evil","Jôpi","Zo-pi","sim"
"1517","pl3.7","Não","Não","lobinhonv","evil","Heterotopmon","e-te-ro-'to-pi-m~o","nao"
"1518","pl3.8","Não","Não","lobinhonv","evil","Lobigol","lo-bi-'gow","sim"
"1519","pl3.9","Não","Não","lobinhonv","evil","Lua","lu-a","nao"
"1520","pl3.10","Não","Não","lobinhonv","evil","Furying","fu-'ri~i","nao"
"1521","pl3.11","Não","Não","lobinhonv","evil","cavalosauro","ka-va-lo-'zaw-ro","nao"
"1522","pl3.12","Não","Não","lobinhonv","evil","Azz","as","nao"
"1523","pl3.13","Não","Não","lobinhonv","evil","lebsqu","'le-bi-squ","nao"
"1524","pl3.14","Não","Não","lobinhonv","evil","hiebo","i-'e-bo","sim"
"1525","pl3.15","Não","Não","lobinhonv","evil","Diniweiquer","di-ni-wej-'keR","nao"
"1526","pl3.16","Não","Não","lobinhonv","evil","Doguineo","do-gi-'ne-o","nao"
"1527","pl3.17","Não","Não","lobinhonv","evil","Icenar","i-se-'naR","nao"
"1528","pl3.18","Não","Não","lobinhonv","evil","Chalidom","Sa-'li-d~o","sim"
"1529","pl3.19","Não","Não","lobinhonv","evil","Hknea","hki-'ne-a","nao"
"1530","pl3.20","Não","Não","lobinhonv","evil","Dentífugo","d~e-'ti-fu-go","nao"
"1531","pl3.21","Não","Não","lobinhonv","evil","riverlupus","hi-veR-lu-'pus","nao"
"1532","pl3.22","Não","Não","lobinhonv","evil","Loferol","lo-fe-'row","sim"
"1533","pl3.23","Não","Não","lobinhonv","evil","Wolpe","wow-pe","nao"
"1534","pl3.24","Não","Não","lobinhonv","evil","jetu","Ze-'tu","sim"
"1535","pl3.25","Não","Não","lobinhonv","evil","curupuru","ku-ru-pu-'ru","sim"
"1536","pl3.26","Não","Não","lobinhonv","evil","Blena","ble-na","sim"
"1537","pl3.27","Não","Não","lobinhonv","evil","Assie","a-'si-e","sim"
"1538","pl3.28","Não","Não","lobinhonv","evil","Nhonque","N~o-ke","sim"
"1539","pl3.29","Não","Não","lobinhonv","evil","Xaffa","Sa-fa","nao"
"1540","pl3.30","Não","Não","lobinhonv","evil","Bluebeerwolf","blu-e-be-e-'hwow-fi","nao"
"1541","pl3.1","Não","Não","franjinhav","voador","cordrual","koR-dru-'aw","sim"
"1542","pl3.2","Não","Não","franjinhav","voador","gorra","go-ha","sim"
"1543","pl3.3","Sim","Sim","franjinhav","voador","zafusi","za-fu-'zi","sim"
"1544","pl3.4","Não","Não","franjinhav","voador","Morgecabelo","moR-Ze-ka-'be-lo","nao"
"1545","pl3.5","Não","Não","franjinhav","voador","Pluce","plu-se","sim"
"1546","pl3.6","Não","Não","franjinhav","voador","Pavitu","pa-vi-'tu","sim"
"1547","pl3.7","Não","Não","franjinhav","voador","Vejonadamon","ve-Zo-na-'da-m~o","sim"
"1548","pl3.8","Não","Não","franjinhav","voador","Frlagelyi","fRla-Ze-'lii","nao"
"1549","pl3.9","Não","Não","franjinhav","voador","Angelo","~a-'Ze-lo","nao"
"1550","pl3.10","Não","Não","franjinhav","voador","Bliwing","bli-'w~i","nao"
"1551","pl3.11","Não","Não","franjinhav","voador","pássaro cego","pa-sa-ro 'se-go","nao"
"1552","pl3.12","Não","Não","franjinhav","voador","Sezoi","se-'zoj","sim"
"1553","pl3.13","Não","Não","franjinhav","voador","seefly","se-'e-fli","nao"
"1554","pl3.14","Não","Não","franjinhav","voador","ximorgo","Si-'moR-go","sim"
"1555","pl3.15","Não","Não","franjinhav","voador","Nurkeinich","nuR-kej-'ni-S","nao"
"1556","pl3.16","Não","Não","franjinhav","voador","Gizsui","Zis-'suj","nao"
"1557","pl3.17","Não","Não","franjinhav","voador","Capipo","ka-'pi-po","sim"
"1558","pl3.18","Não","Não","franjinhav","voador","Cássar","ka-saR","sim"
"1559","pl3.19","Não","Não","franjinhav","voador","Vontidean","v~o-ti-'de-~a","sim"
"1560","pl3.20","Não","Não","franjinhav","voador","Pleudan","plew-d~a","sim"
"1561","pl3.21","Não","Não","franjinhav","voador","windminder","w~i-di-m~i-'deR","nao"
"1562","pl3.22","Não","Não","franjinhav","voador","Cegafel","se-ga-'few","sim"
"1563","pl3.23","Não","Não","franjinhav","voador","Zoolto","zo-'ow-to","nao"
"1564","pl3.24","Não","Não","franjinhav","voador","quiros","ki-ros","sim"
"1565","pl3.25","Não","Não","franjinhav","voador","nunu","nu-'nu","sim"
"1566","pl3.26","Não","Não","franjinhav","voador","Fea","fe-a","sim"
"1567","pl3.27","Não","Não","franjinhav","voador","Cegafo","se-'ga-fo","sim"
"1568","pl3.28","Não","Não","franjinhav","voador","ganota","ga-'no-ta","sim"
"1569","pl3.29","Não","Não","franjinhav","voador","Gyuri","Ziw-'ri","sim"
"1570","pl3.30","Não","Não","franjinhav","voador","BlueWhitehairpictereo","blu-e-wi-tea-iR-pi-ki-te-'re-o","nao"
"1571","pl3.1","Não","Não","escurinhov","voador","eslovaco","es-lo-'va-ko","nao"
"1572","pl3.2","Não","Não","escurinhov","voador","merilo","me-'ri-lo","sim"
"1573","pl3.3","Sim","Sim","escurinhov","voador","pekoo","pe-'ko-o","sim"
"1574","pl3.4","Não","Não","escurinhov","voador","Piu piu marrom","piw 'piw 'ma-h~o","nao"
"1575","pl3.5","Não","Não","escurinhov","voador","Bida","bi-da","sim"
"1576","pl3.6","Não","Não","escurinhov","voador","Tutepô","tu-te-'po","sim"
"1577","pl3.7","Não","Não","escurinhov","voador","Tristygoonmon","tris-tigo-'~o-m~o","nao"
"1578","pl3.8","Não","Não","escurinhov","voador","Portlend","poR-'tl~e-di","nao"
"1579","pl3.9","Não","Não","escurinhov","voador","AveMaria","a-ve-ma-'ria","nao"
"1580","pl3.10","Não","Não","escurinhov","voador","Peckbro","'pe-ki-bro","nao"
"1581","pl3.11","Não","Não","escurinhov","voador","Bico grande","bi-ko 'gr~a-de","nao"
"1582","pl3.12","Não","Não","escurinhov","voador","Bichazoro","bi-Sa-'zo-ro","nao"
"1583","pl3.13","Não","Não","escurinhov","voador","ohminus","~oi-'nus","nao"
"1584","pl3.14","Não","Não","escurinhov","voador","birto","biR-to","sim"
"1585","pl3.15","Não","Não","escurinhov","voador","Nebrahi","ne-'braj","sim"
"1586","pl3.16","Não","Não","escurinhov","voador","Nussss","nu-ss","nao"
"1587","pl3.17","Não","Não","escurinhov","voador","Topin","to-'p~i","sim"
"1588","pl3.18","Não","Não","escurinhov","voador","Plimburgo","pl~i-'buR-go","nao"
"1589","pl3.19","Não","Não","escurinhov","voador","Jorbleen","ZoR-'ble-~e","nao"
"1590","pl3.20","Não","Não","escurinhov","voador","Armênzuo","aR-'m~e-zu-o","sim"
"1591","pl3.21","Não","Não","escurinhov","voador","rockien","ho-'ki-~e","nao"
"1592","pl3.22","Não","Não","escurinhov","voador","Vasderin","vas-de-'r~i","sim"
"1593","pl3.23","Não","Não","escurinhov","voador","Pirlin","piR-'l~i","sim"
"1594","pl3.24","Não","Não","escurinhov","voador","lupe","lu-pe","sim"
